"user_id","domain_id","predicted_rank"
3151,94,60
3151,95,60
3151,96,30
3151,98,50
3151,99,40
3151,101,50
3151,102,50
3268,1,68
3268,28,80
3268,30,80
3268,39,65
3268,51,85
3268,52,99
3268,73,85
3268,81,75
3268,95,75
3268,97,100
3268,101,80
3268,102,88
3625,25,2
3625,34,2
3625,37,4
3625,41,10
3625,75,10
3940,1,34
3940,2,23
3940,3,50
3940,4,50
3940,5,50
3940,7,50
3940,11,50
3940,12,50
3940,15,40
3940,16,6
3940,19,88
3940,20,88
3940,22,3
3940,25,4
3940,28,50
3940,30,50
3940,31,50
3940,33,50
3940,34,50
3940,37,50
3940,39,50
3940,40,50
3940,41,50
3940,45,50
3940,51,23
3940,52,50
3940,53,50
3940,54,50
3940,56,50
3940,60,50
3940,71,66
3940,72,69
3940,73,50
3940,74,50
3940,75,50
3940,78,50
3940,81,99
3940,85,50
3940,86,50
3940,87,9
3940,90,50
3940,91,91
3940,94,50
3940,95,50
3940,96,50
3940,97,99
3940,98,50
3940,99,4
3940,101,50
3940,102,50
3202,40,40
3193,12,10
4115,12,25
4115,16,23
4115,39,19
4115,45,45
4115,52,18
4115,60,50
4115,95,23
4115,99,50
4623,97,75
4621,91,50
4621,98,5
4681,94,65
3617,40,55
3617,91,25
4027,1,50
4027,2,50
4027,3,40
4027,4,100
4027,5,69
4027,7,50
4027,11,78
4027,12,50
4027,15,65
4027,16,60
4027,19,50
4027,20,95
4027,22,100
4027,25,65
4027,28,50
4027,30,45
4027,31,100
4027,33,100
4027,34,100
4027,37,50
4027,39,100
4027,40,50
4027,41,20
4027,45,100
4027,51,50
4027,52,50
4027,53,50
4027,54,50
4027,56,80
4027,60,69
4027,71,50
4027,72,100
4027,73,50
4027,74,85
4027,75,100
4027,78,50
4027,81,100
4027,85,100
4027,86,100
4027,87,40
4027,90,100
4027,91,50
4027,94,50
4027,95,50
4027,96,10
4027,97,100
4027,98,100
4027,99,50
4027,101,50
4027,102,100
3618,1,50
3618,2,50
3618,3,100
3618,4,100
3618,5,100
3618,7,100
3618,11,100
3618,12,70
3618,15,75
3618,16,100
3618,19,75
3618,20,100
3618,22,100
3618,25,100
3618,28,100
3618,30,75
3618,31,75
3618,33,100
3618,34,100
3618,37,100
3618,39,50
3618,40,75
3618,41,90
3618,45,100
3618,51,100
3618,52,50
3618,53,100
3618,54,25
3618,56,50
3618,60,100
3618,71,100
3618,72,100
3618,73,25
3618,74,90
3618,75,100
3618,78,100
3618,81,100
3618,85,100
3618,86,100
3618,87,100
3618,91,50
3618,94,100
3618,95,50
3618,96,100
3618,97,99
3618,98,65
3618,99,75
3618,101,75
3618,102,100
3198,72,80
3198,99,20
2957,1,34
2957,2,44
2957,3,35
2957,4,74
2957,5,67
2957,7,45
2957,11,98
2957,12,68
2957,15,88
2957,16,76
2957,19,56
2957,20,88
2957,22,98
2957,25,45
2957,30,89
2957,31,66
2957,33,48
2957,34,97
2957,37,66
2957,39,99
2957,40,45
2957,41,77
2957,45,89
2957,51,99
2957,52,78
2957,53,87
2957,54,12
2957,56,88
2957,60,88
2957,71,23
2957,72,99
2957,73,34
2957,74,56
2957,75,99
2957,78,79
2957,81,99
2957,85,89
2957,86,78
2957,87,35
2957,90,67
2957,91,35
2957,94,99
2957,95,78
2957,96,77
2957,97,88
2957,98,50
2957,99,21
2957,101,65
2957,102,60
2830,4,100
2830,5,60
2830,16,100
2830,20,50
2830,22,70
2830,25,20
2830,28,50
2830,37,100
2830,53,1
2830,71,70
2830,85,100
2830,86,70
2830,87,50
2830,99,50
2830,101,30
2830,102,100
3494,72,100
3394,1,50
3394,2,50
3394,3,50
3394,4,1
3394,5,50
3394,7,20
3394,11,3
3394,12,10
3394,15,5
3394,16,3
3394,19,50
3394,20,50
3394,22,100
3394,25,50
3394,28,10
3394,30,4
3394,31,10
3394,33,10
3394,34,50
3394,37,5
3394,39,50
3394,40,5
3394,41,7
3394,45,100
3394,51,50
3394,52,100
3394,53,20
3394,54,25
3394,56,75
3394,60,50
3394,71,55
3394,72,100
3394,73,5
3394,74,50
3394,75,5
3394,78,10
3394,81,50
3394,85,100
3394,86,5
3394,87,5
3394,90,5
3394,91,10
3394,94,50
3394,95,13
3394,96,10
3394,97,15
3394,98,10
3394,99,5
3394,101,3
3394,102,10
3770,5,50
3770,11,50
3770,20,50
3770,28,50
3770,34,25
3770,39,50
3770,40,50
3770,52,70
3770,99,60
3766,1,27
3766,2,37
3766,3,50
3766,4,23
3766,5,37
3766,7,27
3766,11,15
3766,12,7
3766,15,37
3766,16,37
3766,19,37
3766,20,47
3766,22,47
3766,25,27
3766,28,27
3766,30,37
3766,31,37
3766,33,60
3766,34,47
3766,37,13
3766,39,27
3766,40,27
3766,41,16
3766,45,77
3766,51,33
3766,52,27
3766,53,27
3766,54,37
3766,56,47
3766,60,47
3766,71,14
3766,72,27
3766,73,40
3766,74,29
3766,75,37
3766,78,40
3766,81,17
3766,85,40
3766,86,37
3766,87,37
3766,90,50
3766,91,37
3766,94,14
3766,95,2
3766,96,40
3766,97,24
3766,98,37
3766,99,22
3766,101,7
3766,102,17
4521,85,90
2826,1,45
2826,2,45
2826,3,45
2826,4,50
2826,5,50
2826,7,45
2826,11,50
2826,12,50
2826,15,55
2826,16,45
2826,19,45
2826,20,45
2826,22,45
2826,25,50
2826,28,40
2826,30,40
2826,31,45
2826,33,45
2826,34,45
2826,37,45
2826,39,45
2826,40,45
2826,41,40
2826,45,45
2826,51,45
2826,52,45
2826,53,45
2826,54,40
2826,56,45
2826,60,45
2826,71,45
2826,72,50
2826,73,45
2826,74,45
2826,75,55
2826,78,45
2826,81,55
2826,85,50
2826,86,50
2826,87,40
2826,90,55
2826,91,40
2826,94,50
2826,95,45
2826,96,45
2826,97,45
2826,98,45
2826,99,40
2826,101,45
2826,102,45
2947,1,78
2947,2,50
2947,3,80
2947,4,80
2947,5,60
2947,7,60
2947,11,60
2947,12,65
2947,15,60
2947,16,70
2947,19,65
2947,20,60
2947,22,65
2947,25,65
2947,28,50
2947,30,50
2947,31,80
2947,33,60
2947,34,82
2947,37,78
2947,39,60
2947,40,65
2947,41,50
2947,45,60
2947,51,60
2947,52,80
2947,53,40
2947,54,80
2947,56,86
2947,60,76
2947,71,65
2947,72,70
2947,73,60
2947,74,50
2947,75,80
2947,78,61
2947,81,60
2947,85,50
2947,86,80
2947,87,78
2947,90,50
2947,91,60
2947,94,50
2947,95,80
2947,96,60
2947,97,50
2947,98,60
2947,99,90
2947,101,80
2947,102,50
3003,85,20
3655,1,70
3655,2,20
3655,3,30
3655,4,80
3655,5,90
3655,7,90
3655,11,99
3655,12,70
3655,15,70
3655,16,90
3655,19,80
3655,20,100
3655,25,50
3655,28,80
3655,30,50
3655,31,60
3655,33,80
3655,37,80
3655,39,90
3655,40,100
3655,41,60
3655,45,100
3655,51,90
3655,52,60
3655,53,80
3655,54,50
3655,56,100
3655,71,90
3655,72,100
3655,73,50
3655,74,80
3655,75,100
3655,78,100
3655,81,100
3655,85,80
3655,86,100
3655,87,70
3655,90,70
3655,91,90
3655,94,90
3655,95,100
3655,96,90
3655,98,60
3655,99,90
3655,101,100
3655,102,90
3629,12,20
3629,94,90
3629,97,50
3736,7,40
3736,37,50
3736,81,40
3736,85,40
3808,90,50
3049,20,10
3049,72,10
3049,73,10
3049,91,10
3049,96,10
4007,86,60
3499,78,20
3523,22,1
3054,52,50
3054,78,50
3316,102,50
3673,75,66
3673,96,55
3236,96,45
2909,1,55
2909,2,38
2909,3,65
2909,4,68
2909,5,56
2909,7,55
2909,11,55
2909,12,40
2909,15,45
2909,16,65
2909,19,44
2909,20,35
2909,22,45
2909,25,40
2909,28,38
2909,30,35
2909,31,77
2909,33,75
2909,34,66
2909,37,77
2909,39,55
2909,40,33
2909,41,35
2909,45,45
2909,51,40
2909,52,65
2909,53,40
2909,54,77
2909,56,45
2909,60,40
2909,71,55
2909,72,55
2909,73,66
2909,74,45
2909,75,78
2909,78,65
2909,81,68
2909,85,10
2909,86,45
2909,87,75
2909,90,75
2909,91,55
2909,94,68
2909,95,50
2909,96,44
2909,97,35
2909,98,40
2909,99,77
2909,101,33
2909,102,50
4646,5,10
4646,28,15
3399,1,80
3399,2,95
3399,3,100
3399,4,100
3399,5,100
3399,7,80
3399,11,75
3399,12,100
3399,15,95
3399,16,100
3399,19,100
3399,20,100
3399,22,95
3399,25,60
3399,28,75
3399,30,75
3399,31,50
3399,33,50
3399,34,90
3399,37,80
3399,39,90
3399,40,75
3399,41,50
3399,45,100
3399,51,100
3399,52,50
3399,53,90
3399,54,50
3399,56,95
3399,60,75
3399,71,75
3399,72,100
3399,73,90
3399,74,80
3399,75,95
3399,78,60
3399,81,50
3399,85,100
3399,86,90
3399,87,50
3399,90,100
3399,91,100
3399,94,80
3399,95,75
3399,96,90
3399,97,100
3399,98,75
3399,99,75
3399,101,90
3399,102,50
4721,33,60
4473,78,50
4607,7,1
3314,25,15
4552,1,20
4552,2,15
4552,3,25
4552,4,77
4552,5,40
4552,7,28
4552,15,92
4552,16,57
4552,19,15
4552,20,45
4552,22,64
4552,25,25
4552,28,72
4552,31,15
4552,33,50
4552,34,40
4552,37,33
4552,39,98
4552,40,88
4552,41,20
4552,45,45
4552,51,55
4552,52,100
4552,54,10
4552,56,55
4552,60,28
4552,72,50
4552,73,88
4552,74,69
4552,75,39
4552,78,64
4552,81,85
4552,85,25
4552,86,100
4552,87,56
4552,90,98
4552,91,49
4552,94,60
4552,95,88
4552,96,22
4552,97,32
4552,98,20
4552,101,38
4552,102,44
3533,1,40
3533,2,60
3533,3,50
3533,4,85
3533,5,75
3533,7,30
3533,11,80
3533,12,50
3533,15,60
3533,16,50
3533,19,75
3533,20,30
3533,22,40
3533,25,85
3533,28,35
3533,30,90
3533,31,25
3533,33,40
3533,34,60
3533,37,65
3533,39,60
3533,40,80
3533,41,40
3533,45,60
3533,51,35
3533,52,70
3533,53,80
3533,54,60
3533,56,35
3533,60,5
3533,71,20
3533,72,35
3533,73,60
3533,74,60
3533,75,90
3533,78,35
3533,81,50
3533,85,40
3533,86,75
3533,87,50
3533,90,50
3533,91,50
3533,94,45
3533,95,30
3533,96,95
3533,97,40
3533,98,40
3533,99,70
3533,101,75
3533,102,40
3259,1,20
3259,2,50
3259,3,50
3259,4,50
3259,5,50
3259,7,50
3259,11,50
3259,12,50
3259,15,50
3259,16,50
3259,19,50
3259,20,50
3259,22,50
3259,25,50
3259,28,50
3259,30,50
3259,31,50
3259,33,50
3259,34,50
3259,37,50
3259,39,50
3259,40,50
3259,41,50
3259,45,50
3259,51,20
3259,52,50
3259,53,50
3259,54,50
3259,56,50
3259,60,50
3259,71,50
3259,72,50
3259,73,50
3259,74,50
3259,75,50
3259,78,50
3259,81,50
3259,85,50
3259,86,50
3259,87,50
3259,90,50
3259,91,50
3259,94,50
3259,95,50
3259,96,50
3259,97,50
3259,98,50
3259,99,50
3259,101,50
3259,102,50
4124,7,55
2888,1,10
2888,2,15
2888,19,30
2888,28,20
2888,37,35
2888,40,27
2888,41,25
2888,45,14
2888,75,15
2888,96,15
2888,97,20
3948,16,20
3948,20,50
3948,39,75
3948,41,91
3948,99,95
4577,16,25
4577,34,25
4210,1,50
4210,2,80
4210,3,50
4210,4,75
4210,5,50
4210,7,22
4210,11,75
4210,12,50
4210,15,22
4210,16,70
4210,19,60
4210,20,50
4210,22,75
4210,25,50
4210,28,50
4210,30,60
4210,31,70
4210,33,50
4210,34,75
4210,37,70
4210,39,60
4210,40,50
4210,41,75
4210,45,60
4210,51,60
4210,52,80
4210,53,40
4210,54,40
4210,56,60
4210,60,65
4210,71,35
4210,72,75
4210,73,50
4210,74,80
4210,75,80
4210,78,50
4210,81,60
4210,85,50
4210,86,80
4210,87,75
4210,90,50
4210,91,50
4210,94,60
4210,95,60
4210,96,50
4210,97,60
4210,98,50
4210,99,75
4210,101,50
4210,102,50
2994,1,70
2994,2,100
2994,3,50
2994,4,16
2994,5,50
2994,7,70
2994,11,80
2994,12,99
2994,16,80
2994,19,15
2994,20,60
2994,22,1
2994,25,34
2994,28,100
2994,30,4
2994,31,50
2994,33,80
2994,34,78
2994,37,50
2994,39,80
2994,40,60
2994,41,80
2994,45,89
2994,51,50
2994,52,69
2994,53,79
2994,54,70
2994,56,50
2994,60,10
2994,71,59
2994,72,90
2994,73,15
2994,74,90
2994,75,80
2994,78,40
2994,81,50
2994,85,100
2994,86,100
2994,90,100
2994,91,30
2994,94,50
2994,95,79
2994,96,68
2994,97,60
2994,98,46
2994,99,50
2994,101,70
2994,102,60
4635,1,50
4518,1,50
3748,71,50
3748,73,80
3748,96,80
3402,1,25
3402,2,8
3402,3,9
3402,4,30
3402,5,15
3402,7,19
3402,11,35
3402,12,15
3402,15,12
3402,16,35
3402,19,22
3402,20,20
3402,22,29
3402,25,25
3402,28,42
3402,30,10
3402,31,10
3402,33,18
3402,34,80
3402,37,26
3402,39,11
3402,40,20
3402,41,12
3402,45,50
3402,51,20
3402,52,12
3402,53,20
3402,54,25
3402,56,35
3402,60,20
3402,71,85
3402,72,33
3402,73,50
3402,74,20
3402,75,35
3402,78,30
3402,81,60
3402,85,5
3402,86,60
3402,87,12
3402,90,60
3402,91,25
3402,94,45
3402,95,50
3402,96,35
3402,97,25
3402,98,20
3402,99,25
3402,101,26
3402,102,60
4118,37,50
4118,51,100
4118,90,40
4118,99,60
4116,7,45
4116,39,50
4116,97,80
3882,1,50
3882,2,50
3882,3,50
3882,4,85
3882,5,50
3882,7,85
3882,11,50
3882,12,50
3882,15,80
3882,16,80
3882,19,80
3882,20,50
3882,22,90
3882,25,25
3882,28,90
3882,30,60
3882,31,20
3882,33,50
3882,34,75
3882,37,75
3882,39,50
3882,40,50
3882,41,50
3882,45,95
3882,51,85
3882,52,80
3882,53,50
3882,54,20
3882,56,60
3882,60,50
3882,71,80
3882,72,85
3882,73,5
3882,74,80
3882,75,50
3882,78,50
3882,81,60
3882,85,50
3882,86,100
3882,87,40
3882,90,100
3882,91,50
3882,94,90
3882,95,75
3882,96,50
3882,97,90
3882,98,25
3882,99,40
3882,101,95
3882,102,80
4184,73,50
4168,1,5
4168,2,45
4168,3,5
4168,4,6
4168,5,5
4168,7,25
4168,11,5
4168,12,5
4168,15,15
4168,16,15
4168,19,5
4168,20,5
4168,22,5
4168,25,25
4168,28,15
4168,30,5
4168,31,5
4168,33,5
4168,34,50
4168,37,5
4168,39,5
4168,40,5
4168,41,5
4168,45,5
4168,51,25
4168,52,5
4168,53,8
4168,54,5
4168,56,5
4168,60,5
4168,71,5
4168,72,5
4168,73,25
4168,74,15
4168,75,5
4168,78,5
4168,81,5
4168,85,15
4168,86,5
4168,87,5
4168,90,5
4168,91,5
4168,94,5
4168,95,5
4168,96,5
4168,97,14
4168,98,5
4168,99,12
4168,101,5
4168,102,3
4418,5,50
4418,60,50
4418,101,50
3954,1,88
3954,2,7
3954,3,66
3954,4,100
3954,5,1
3954,7,2
3954,11,7
3954,12,2
3954,15,1
3954,16,77
3954,19,7
3954,20,16
3954,22,7
3954,25,99
3954,28,7
3954,30,7
3954,31,1
3954,33,1
3954,34,100
3954,37,77
3954,39,7
3954,40,1
3954,41,1
3954,45,1
3954,51,1
3954,52,7
3954,53,7
3954,54,1
3954,56,1
3954,60,1
3954,71,7
3954,72,7
3954,73,7
3954,74,45
3954,75,4
3954,78,1
3954,81,7
3954,85,77
3954,86,7
3954,87,7
3954,90,1
3954,91,7
3954,94,1
3954,95,7
3954,96,1
3954,97,1
3954,98,22
3954,99,5
3954,101,1
3954,102,7
3052,1,100
3052,2,75
3052,3,75
3052,4,100
3052,5,75
3052,7,75
3052,11,100
3052,12,100
3052,15,100
3052,16,100
3052,19,100
3052,20,100
3052,22,80
3052,25,90
3052,28,100
3052,30,75
3052,31,100
3052,33,100
3052,34,100
3052,37,85
3052,39,100
3052,40,100
3052,41,100
3052,45,100
3052,51,100
3052,52,100
3052,53,100
3052,54,75
3052,56,100
3052,60,100
3052,71,75
3052,72,100
3052,73,50
3052,74,100
3052,75,100
3052,78,100
3052,81,100
3052,85,100
3052,86,100
3052,87,100
3052,90,100
3052,91,100
3052,94,75
3052,95,100
3052,96,90
3052,97,75
3052,98,100
3052,99,100
3052,101,85
3052,102,100
4649,22,50
4649,28,20
4649,52,1
4649,54,1
